"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","Comprehensive DevSecOps Pipeline for a Web Application","Lead the creation of an end-to-end DevSecOps pipeline for a full-stack web application (e.g., Python/Django + React). Integrate security tools like SAST, DAST, dependency scanning, and secret management into the CI/CD workflow (e.g., GitHub Actions, GitLab CI), ensuring automated security checks from development to production.","https://github.com/devsecops-templates/devsecops-pipeline-starter","Google Cloud Certified - Professional Cloud Developer","Google Cloud","https://cloud.google.com/certification/cloud-developer"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","Event-Driven Data Processing System with RabbitMQ","Design and build a robust event-driven data processing system to decouple microservices and handle asynchronous operations. Utilize a message broker (e.g., RabbitMQ, Apache Kafka) for reliable message delivery, process data with independent workers, and persist results in a NoSQL database (e.g., MongoDB, Cassandra), focusing on scalability and fault tolerance.","https://github.com/EventDrivenArchitecture/event-driven-microservices-starter","Certified Kubernetes Application Developer (CKAD)","Cloud Native Computing Foundation (CNCF)","https://training.linuxfoundation.org/certification/certified-kubernetes-application-developer-ckad/"
"Technical Lead","Software Design Patterns, System Architecture, Code Review, Mentorship, Project Management, Agile Methodologies, Troubleshooting, Performance Tuning, API Design, Technical Debt Management, Java, Python, C#, JavaScript, Go, Ruby (at least one mastery, others familiar), Spring Boot, .NET, Django, Node.js/Express, React, Angular, Vue.js, GraphQL, gRPC","Performance Optimization & Refactoring of a Legacy Monolith","Take a simulated legacy monolithic application (e.g., a complex business application) and lead an effort to identify and resolve performance bottlenecks. This involves profiling, refactoring critical code sections, introducing caching layers (e.g., Redis), optimizing database queries, and potentially beginning the strategic extraction of well-defined components into microservices.","https://github.com/monolith-to-microservices/legacy-app-refactoring-template","Microsoft Certified: DevOps Engineer Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-devops-engineer/"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","Automated Network Device Configuration","Develop a Python script using Netmiko or Scrapli to automate the configuration of VLANs, interfaces, and routing protocols across multiple Cisco or Juniper network devices. This project demonstrates configuration management and scripting for efficiency.","https://github.com/network-automation-templates/cisco-vlan-automation","CCNA - Cisco Certified Network Associate","Cisco","https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna.html"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","Network Monitoring with ELK Stack","Implement a network monitoring solution using Elasticsearch, Logstash, and Kibana (ELK stack) to collect, parse, and visualize syslog and SNMP trap data from various network devices. This showcases skills in log management and observability.","https://github.com/elk-stack-monitoring/network-syslog-dashboard","CompTIA Network+","CompTIA","https://www.comptia.org/certifications/network"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","SD-WAN Simulation with GNS3/EVE-NG","Design and simulate a multi-site SD-WAN topology using virtual routers (e.g., Cisco vEdge, FortiGate) in GNS3 or EVE-NG. Configure application-aware routing policies and demonstrate traffic steering based on defined SLAs.","https://github.com/sdwan-lab-simulations/fortigate-sdwan-topology","AWS Certified Advanced Networking - Specialty","AWS","https://aws.amazon.com/certification/certified-advanced-networking-specialty/"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","IPAM/DNS Automation with Custom Script","Create a Python script to automate IP address management (IPAM) and DNS record creation/deletion for a small network, potentially integrating with a simple SQLite database or an open-source IPAM solution's API. This highlights automation and resource management.","https://github.com/ipam-dns-automation/python-dns-ip-manager","JNCIS-SP - Juniper Networks Certified Internet Specialist, Service Provider Routing and Switching","Juniper Networks","https://www.juniper.net/us/en/training/certification/track/service-provider-routing-switching-track/jncis-sp.html"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","Cloud VPC Design and Secure Implementation","Architect and deploy a secure three-tier application infrastructure within an AWS VPC (or Azure VNet/GCP VPC), including subnets, route tables, security groups, NAT Gateways, and a site-to-site VPN connection. This demonstrates cloud networking and security best practices.","https://github.com/aws-networking-templates/vpc-3tier-app-terraform","PCCSA - Palo Alto Networks Certified Cybersecurity Associate","Palo Alto Networks","https://www.paloaltonetworks.com/training/certifications/pccsa"
"Network Engineer","Network Protocols (TCP/IP, OSPF, BGP), Routing & Switching, Network Security, VPNs, QoS, Network Monitoring, Python, Bash, Go, Netmiko, Scrapli, Ansible (network modules)","Network Firewall Policy Management with Ansible","Develop Ansible playbooks to standardize and deploy firewall rules to Palo Alto or FortiGate firewalls. The project includes creating security policies, address objects, and verifying their deployment, showcasing configuration automation for security.","https://github.com/ansible-firewall-automation/paloalto-policy-management","Microsoft Certified: Azure Network Engineer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-network-engineer-associate/"
"Systems Administrator","Linux/Windows Server Administration, Virtualization (VMware/Hyper-V), Scripting (Bash/PowerShell), Active Directory/LDAP, Monitoring (Nagios/Zabbix), Troubleshooting, Bash, PowerShell, Python, N/A","Automated Web Server Provisioning with Ansible","Create Ansible playbooks to fully provision a Linux web server, including OS updates, Nginx/Apache installation, firewall configuration, and deployment of a simple static HTML website. This demonstrates configuration management and automation skills.","https://github.com/ansible-server-setup/nginx-webserver-automation","CompTIA Server+","CompTIA","https://www.comptia.org/certifications/server"
"Systems Administrator","Linux/Windows Server Administration, Virtualization (VMware/Hyper-V), Scripting (Bash/PowerShell), Active Directory/LDAP, Monitoring (Nagios/Zabbix), Troubleshooting, Bash, PowerShell, Python, N/A","Monitoring System Deployment with Zabbix","Deploy a complete Zabbix monitoring solution on a Linux server to monitor CPU, memory, disk, and network usage of multiple virtual machines (Linux and Windows). Configure custom alerts and dashboards, showcasing observability skills.","https://github.com/zabbix-templates/vm-monitoring-config","Microsoft Certified: Azure Administrator Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-administrator/"
"Systems Administrator","Linux/Windows Server Administration, Virtualization (VMware/Hyper-V), Scripting (Bash/PowerShell), Active Directory/LDAP, Monitoring (Nagios/Zabbix), Troubleshooting, Bash, PowerShell, Python, N/A","Active Directory Domain Configuration Lab","Set up a Windows Server with Active Directory Domain Services, configure users, groups, Organizational Units (OUs), and Group Policy Objects (GPOs) for client machine management. This project demonstrates core identity and access management skills.","https://github.com/windows-server-labs/active-directory-lab","Red Hat Certified System Administrator (RHCSA)","Red Hat","https://www.redhat.com/en/services/training/rhcsa"
